HITId,Input.orig_ad_url,Input.search,Input.work_from_home,Val1work_from_home,Val2work_from_home,Val3work_from_home,Chosen_work_from_home,All4Eq_work_from_home,Input.open_source,Val1open_source,Val2open_source,Val3open_source,Chosen_open_source,All4Eq_open_source,Input.startup,Val1startup,Val2startup,Val3startup,Chosen_startup,All4Eq_startup,Input.kegerator,Val1kegerator,Val2kegerator,Val3kegerator,Chosen_kegerator,All4Eq_kegerator,Input.bleeding_edge_tech,Val1bleeding_edge_tech,Val2bleeding_edge_tech,Val3bleeding_edge_tech,Chosen_bleeding_edge_tech,All4Eq_bleeding_edge_tech,Input.meaningful_jobs,Val1meaningful_jobs,Val2meaningful_jobs,Val3meaningful_jobs,Chosen_meaningful_jobs,All4Eq_meaningful_jobs,Input.relocation,Val1relocation,Val2relocation,Val3relocation,Chosen_relocation,All4Eq_relocation,Val1title,Val2title,Val3title,Chosen_title,Val1company,Val2company,Val3company,Chosen_company,Val1description,Val2description,Val3description,Chosen_description,Val1city,Val2city,Val3city,Chosen_city,Val1state,Val2state,Val3state,Chosen_state,Val1country_code,Val2country_code,Val3country_code,Chosen_country_code,Val1job_ad_url,Val2job_ad_url,Val3job_ad_url,Chosen_job_ad_url,NumRepeats
31MBOZ6PANQ9EK2QG09TJELYCJNLCU,http://www.indeed.com/rc/clk?jk=fdcd76c8e97d0460,meaningful_jobs,"","","",,,,"","","",,,,"","","",,,,"","","",,,,"","","",,,,on,on,on,,,,,"","",,,,Bioinformatician,Bioinformatics Software Engineer,,,Gen9Bio,Gen 9,,,"Gen 9 is powering the synthetic biology revolution. Using our innovative technology, the BioFab® platform, we are transforming the way researchers approach gene synthesis. In fact, Gen9 has produced the first ‘fab’ for synthetic biology – the BioFab® platform, which was chosen by “The Scientist” as the number 1 innovation of 2012. 
As researchers’ understanding of gene sequence data increases, their ability to design and improve genes, pathways and organisms using synthetic biology techniques will increase, and Gen9 is there to help. We are using our technology to make DNA that will be used by researchers all over the world to create ""greener"" chemicals, novel pharmaceuticals and cheaper biofuels.
Join Gen9 and become part of the synthetic biology revolution.
Position summary:

This is an opportunity for a talented Bioinformatics Software Engineer to be part of the synthetic biology revolution with Gen9. You will build DNA analysis and manipulation tools for innovative applications. You will contribute to software architecture that helps to scale our next-generation DNA synthesis platform.","Responsibilities:

•	Collaborate with R&D scientists in design and analysis of experiments for development of new products
•	Evaluate, develop, implement, and perform algorithms for data analysis
•	Design and develop pipelines for high throughput DNA synthesis workflow
•	Analyze and mine data for understanding underlying biological mechanisms of processes
•	Respond to R&D, commercial, and manufacturing requests for custom requirements on an as needed basis
•	Support infrastructure and provide code base maintenance (documentation, testing, and revision control)

Requirements:

•	BS/ MS in bioinformatics, computer science, or related degree plus 1-5 years of industry experience, or equivalent combination of education and experience is required
•	3+ years of experience using and developing within UNIX/Linux environments is also required
•	Demonstrated facility with DNA analysis, such as sequence alignment and assembly methods and algorithms",,,Cambridge,Cambridge,,,ma,MA,,,us,us,,,http://www.nature.com/naturejobs/science/jobs/427303-bioinformatics-software-engineer?WT.mc_id=ADW_NJOBS_1305_INDEEDORG,http://www.nature.com/naturejobs/science/jobs/427303-bioinformatics-software-engineer?WT.mc_id=ADW_NJOBS_1305_INDEEDORG,,,2
308KJXFUJQ594IDX5VFTZA5R6TOTA3,http://www.indeed.com/rc/clk?jk=47c1703d4b258e7b,meaningful_jobs,"","","",,,,"","","",,,,"","","",,,,"","","",,,,"","","",,,,on,on,on,,,,,"","",,,,Software Project Engineer,Software Project Engineer,,,Bayer HealthCare (BHC),Bayer HealthCare,,,"Our Informatics Department is seeking an experienced professional in the
project management area related to software development. Their job duties will be to manage
the software development activities of one or more software engineering projects within the
scope of global project core teams.
Your qualifications •Experience with both Waterfall and Iterative process methodologies.
This experience in a regulated industry is preferred.
•Experience in the areas of software project initiation, planning, execution, monitoring /
controlling, and closure. Demonstrable knowledge of scope, time, quality, risk, and
communication management in those areas.","Our Informatics Department is seeking an experienced professional in the
project management area related to software development. Their job duties will be to manage
the software development activities of one or more software engineering projects within the
scope of global project core teams.",,,Pittsburgh,n/a,,,PA,n/a,,,us,us,,,https://mybayerjob.bayerbbs.com/sap/bc/webdynpro/sap/hrrcf_a_posting_apply?param=cG9zdF9pbnN0X2d1aWQ9MDA1MDU2ODkwMEI0MUVEM0JDQ0RDMUFCRTk0QjFCMjEmY2FuZF90eXBlPUVYVA%3d%3d&sap-client=005&params=cG9zdF9pbnN0X2d1aWQ9MDA1MDU2ODkwMEI0MUVEM0JDQ0RDMUFCRTk0QjFCMjE%3d#,https://mybayerjob.bayerbbs.com/sap/bc/webdynpro/sap/hrrcf_a_posting_apply?param=cG9zdF9pbnN0X2d1aWQ9MDA1MDU2ODkwMEI0MUVEM0JDQ0RDMUFCRTk0QjFCMjEmY2FuZF90eXBlPUVYVA%3d%3d&sap-client=005&params=cG9zdF9pbnN0X2d1aWQ9MDA1MDU2ODkwMEI0MUVEM0JDQ0RDMUFCRTk0QjFCMjE%3d#,,,2
3P520RYKCG5RYPG5A4EMWVB7XTU5U0,http://www.indeed.com/rc/clk?jk=9a60dae131f71ca5,meaningful_jobs,"","","",,,,"","","",,,,"","","",,,,"","","",,,,"","","",,,,on,on,on,,,,,"","",,,,Software Engineer (Java App Dev),Software Engineer (Java App Dev),,,Walmart,Wal-Mart Stores,,,"Position Description
We are looking to expand our team by adding a key member to our Application Development. Once you've joined, you will be part of a world-class team, and you will design, prototype and build technology-driven products and experiences that will change the future landscape of ecommerce.

• Become a key member of a highly-valuable, innovative team solving the challenge of obtaining product data for the entire Walmart store assortment and making it available to various multichannel teams
• Help invent the next generation of ecommerce; integrated experiences that leverage product data for various use cases across Walmart.com, stores and mobile
• Work with world-class technologists and product visionaries as a contributing member of the @WalmartLabs core engineering team
• Design and develop high-performance and scalable applications for use within the @WalmartLabs product ecosystem 
• Be responsible for laying the foundation for the platform as well as proposing solutions to ease software development, monitoring of software, etc. 
• Be excited about making an immediate impact on a global scale","We are looking to expand our team by adding a key member to our Application Development. Once you've joined, you will be part of a world-class team, and you will design, prototype and build technology-driven products and experiences that will change the future landscape of ecommerce.

• Become a key member of a highly-valuable, innovative team solving the challenge of obtaining product data for the entire Walmart store assortment and making it available to various multichannel teams
• Help invent the next generation of ecommerce; integrated experiences that leverage product data for various use cases across Walmart.com, stores and mobile",,,Mountain View,Mountain View,,,CA,CA,,,us,us,,,http://jobs.walmart.com/us/united-states/engineering/jobid5562446-software-engineer-(java-app-dev),http://jobs.walmart.com/us/united-states/engineering/jobid5562446-software-engineer-%28java-app-dev%29,,,2
38Z7YZ2SB21BIK430FDBB3INZUUIQI,http://www.indeed.com/rc/clk?jk=7f30e9c130692e18,meaningful_jobs,"","",,,,,"","",,,,,"","",,,,,"","",,,,,"","",,,,,on,on,,,,,,"",,,,,iOS Software Accessibility Engineer,,,,Apple,,,,"Are you interested in making the world a better place? Do you thrive under pressure and delight in designing and innovating new products? Come and help us reshape the field of mobile accessibility by creating products that allow users with disabilities to love their iPhones and iPads. https://www.apple.com/accessibility

Key Qualifications

Required Experience:
Passion for delivering high quality software
Expert Objective C and iOS programmer
Ability to communicate clearly and effectively
Ability to learn quickly and adapt to working in new code
Ability to manage many projects concurrently
Desired Experience:
Experience with iOS Accessibility APIs",,,,Santa Clara Valley,,,,CA,,,,us,,,,https://jobs.apple.com/search?job=33430706&openJobId=33430706,,,,1
3SD15I2WD1T3IZ3003SQ1SZ7GBL366,http://www.indeed.com/rc/clk?jk=b8480a1ce14eba72,kegerator,"","","",,,,"","","",,,,"","","",,,,on,on,on,,,,"","","",,,,"","","",,,,,"","",,,,Senior Software Engineer,"Senior Software Engineer, Demandware",,,glasses.​com,Glasses.​com,,,"Essential Functions
An individual must be able to successfully perform the essential functions of this position with or without a reasonable accommodation.
 
Participate in all aspects of software development including requirements analysis, task estimation and sizing, technical investigation, software design and implementation, testing, and deployment.
Work with other team members in a paired-programming environment to develop quality websites.
Mentor other Developers on team.
Follow Agile / XP development methodology and ensure compliance within group.
Work cooperatively with other groups to implement business features.
Ensure proper development of cross-browser compatible code, optimizing pages and improving code performance.
Troubleshoot production issues and work effectively with other team members to identify and address problems.
Estimate and meet assigned development goals and target delivery dates.
Proactively engage with marketing and IT teams to ensure business goals are met.
May need to work occasional off hours/weekends to support 24x7 production systems.","An individual must be able to successfully perform the essential functions of this position with or without a reasonable accommodation.
 
Participate in all aspects of software development including requirements analysis, task estimation and sizing, technical investigation, software design and implementation, testing, and deployment.
Work with other team members in a paired-programming environment to develop quality websites.
Mentor other Developers on team.
Follow Agile / XP development methodology and ensure compliance within group.
Work cooperatively with other groups to implement business features.
Ensure proper development of cross-browser compatible code, optimizing pages and improving code performance.
Troubleshoot production issues and work effectively with other team members to identify and address problems.
Estimate and meet assigned development goals and target delivery dates.
Proactively engage with marketing and IT teams to ensure business goals are met.
May need to work occasional off hours/weekends to support 24x7 production systems.
 
Competencies
An individual must be proficient in each of the competencies listed below to successfully perform the responsibilities of the position.
 
Must have ability to quickly learn new skills and systems.
Must have high standard of customer service and quality.
Must have ability to work and communicate well with others in a collaborative technology team environment.
Must be independently motivated, show an attention to detail, focus on task completion.
Must have analytical ability and be detail oriented.
 
Work Environment
Working in the following environment is necessary to perform one or more of the essential functions of this position.
 
Works full time with varying shifts, primary schedule may be between 9:00am – 6:00pm.
Flexibility to work Saturday, Sundays and holidays based on business needs.
Qualifications
The following qualifications are necessary to perform one or more of the essential functions of this position.
 
Bachelor’s degree or equivalent experience required (degree in Computer Science or other engineering/scientific field preferred).
Must have 2+ years web development experience.
Must have solid Demandware knowledge and development experience.
Experience with JavaScript, CSS, and HTML highly preferred
Experience in agile development methodologies is preferred
 
Benefits
Free onsite fitness center with access to personal trainers
Highly subsidized cafeteria, freshly prepared meals ready at the time you select. Steak and potatoes, taco bar, chicken, and fish entrees for just $2.50 each.
Free soda, bread, cereal, waffles.
Film Festivals with premier movies like Avengers, X-Men, Iron Man and many more.
Sponsored fitness events such as marathons, fun runs, softball leagues, bowling tournaments and more.
Major associate discounts off sunwear and prescription frames from name brands like Ray-Ban, Burberry, Oakley, and many more.
Opportunity to work with a growing company.",,,Draper,Draper,,,UT,UT,,,us,us,,,http://jobview.monster.com/Senior-Software-Engineer-Demandware-Job-Draper-UT-US-135445732.aspx?WT.mc_n=Indeed_US&from=indeed,http://jobview.monster.com/Senior-Software-Engineer-Demandware-Job-Draper-UT-US-135445732.aspx?WT.mc_n=Indeed_US&from=indeed,,,2
3M47JKRKCW0PJW96CKNMS97IWXD863,http://www.indeed.com/rc/clk?jk=c94c6002e5ae49d9,kegerator,"","","",,,,"","","",,,,"","","",,,,on,on,on,,,,"","","",,,,"","","",,,,,"","",,,,Technical Project Manager,Technical Project Manager,,,"Digital River, Inc.​",Digital River headquarters,,,"The Technical Project Manager partners with our Product Development teams on managing the build and architecture of specific products in our platform in addition to managing other important project initiatives.  The Project Manager will work closely with all functions in the company, but work most closely with Engineering (Product Developers), Product Managers, Quality Assurance, Business Analysts, Platform Architects, Information Technology, and other similar functions. 



In this role, the Project Manager is responsible for creating, maintaining, and managing to completion a product development plan that communicates scope, tasks, milestone timeline dates, status, budget, and resource allocation. Utilizing agile software lifecycle methodology the Project Manager coordinates delivery of development and production releases that meet quality assurance standards. The Project Manager is also responsible for assisting technical teams in design and development tasks and the test team in creating test plans and testing efforts.  The profile of the projects the Technical Project Manager will manage is typically complex in nature with high level of customizations and unique requirements.","Work with internal delivery teams and external partners or clients to define project requirements

Produce scope documentation for projects and manage to it throughout project lifecycle

Manage the project budget and specifications to ensure project goals are met on time and on budget while satisfying client expectations

Manage multiple key projects or a project portfolio with minimal direction

Ability to prioritize work and ensure all project timelines are met

Manage risks and issues effectively by resolving or escalating to the appropriate individuals

Maintain project documentation according to team methodology (risk and issue log, project plan, change control, status reports, etc.)

Monitor project progress and report performance against plan

Assist the sales team in acquiring clients by providing insight on system functionality and project management methodologies; may help with developing client solutions

Manage change control process

Facilitate internal and external partners or client project meetings and provide meeting minutes

Act as mentor for other Project Managers on the team

Responsible for weekly project reviews and driving actions out of the meetings

Ability to understand and explain technical concepts to all audiences within all levels of an organization

Ability to direct and team members who may not have direct reporting relationship through leadership and inf",,,Minnetonka,Minnetonka,,,MN,MN,,,us,us,,,http://jobview.monster.com/Technical-Project-Manager-Job-Minnetonka-MN-US-135574887.aspx?WT.mc_n=Indeed_US&from=indeed,http://jobview.monster.com/Technical-Project-Manager-Job-Minnetonka-MN-US-135574887.aspx?WT.mc_n=Indeed_US&from=indeed,,,2
3WRBLBQ2GQ79Y0T9TTJTBLEP7D4G0Q,http://www.indeed.com/rc/clk?jk=bddf158cbc8a6999,kegerator,"","","",,,,"","","",,,,"","","",,,,on,on,on,,,,"","","",,,,"","","",,,,,"","",,,,NET Developer,Junior Mid Level .NET Developer,,,MATRIX,MATRIX,,,"Our established client is seeking a Junior .NET Developer for a permanent position in Marietta.  To be considered for this position, you should have a Computer Science degree, and at least three years of experience at a software firm, with specific experience in SaaS products.  Experience on a global, web, or data platform is important.  Our client needs someone with exceptional UI/JavaScript/Ext skills.  Your resume should demonstrate full-lifecycle and full-stack experience, as well as your understanding of the fundamentals of OO system.  Ability to troubleshoot and work with unit testing, test first development, and Agile methodologies is a must.","Our established client is seeking a Junior .NET Developer for a permanent position in Marietta.  To be considered for this position, you should have a Computer Science degree, and at least three years of experience at a software firm, with specific experience in SaaS products.  Experience on a global, web, or data platform is important.  Our client needs someone with exceptional UI/JavaScript/Ext skills.  Your resume should demonstrate full-lifecycle and full-stack experience, as well as your understanding of the fundamentals of OO system.  Ability to troubleshoot and work with unit testing, test first development, and Agile methodologies is a must.  The ideal candidate has top-notch communication skills and a positive, can-do attitude.  Does this sound like you?  Apply with MATRIX today!",,,Marietta,Marietta,,,GA,GA,,,us,us,,,http://opportunities.matrixresources.com/dMGdMo/junior-mid-level-net-developer,http://opportunities.matrixresources.com/dMGdMo/junior-mid-level-net-developer,,,2
3TUOHPJXYGWDSCPKBACI62NOB8EXW0,http://www.indeed.com/rc/clk?jk=5a2fbddb64180508,kegerator,"","",,,,,"","",,,,,"","",,,,,on,on,,,,,"","",,,,,"","",,,,,,"",,,,,Junior .NET Developer,,,,CyberCoders,,,,"1. Growing software team in Boston
2. Cutting edge technologies
3. Ability to learn new technologies",,,,Boston,,,,MA,,,,us,,,,http://www.cybercoders.com/jobs/junior-net-developer-jobs/#,,,,1
3VGET1QSZZYJDXJTTX8KC3A09F0W75,http://www.indeed.com/rc/clk?jk=0bedf70a76fe3170,kegerator,"","","",,,,"","","",,,,"","","",,,,on,on,on,,,,"","","",,,,"","","",,,,,on,"",,,,Software Developer,"Code, Foosball, Hack Days, Agile and Beer",,,Rally Software Development,Rally Software Development Company,,,"We are looking for passionate developers capable of working across our stack with strong experience in building user interfaces with JavaScript, HTML and CSS.  Rally Software is creating new user experiences that push the limits of current browser-based technology with a revolutionary app platform that is also used by customers to extend our product.","Are you a front end JavaScript wizard who understands the Good Parts? Do you want to work with developers who know the difference between using immediately invoked function expression and closures for encapsulation? We are looking for passionate developers capable of working across our stack with strong experience in building user interfaces with JavaScript, HTML and CSS.  Rally Software is creating new user experiences that push the limits of current browser-based technology with a revolutionary app platform that is also used by customers to extend our product.",,,Boulder,Boulder,,,CO,CO,,,us,us,,,http://careers.stackoverflow.com/jobs/41504/code-foosball-hack-days-agile-and-beer-rally-software-development?a=OCkWfFG8&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,http://careers.stackoverflow.com/jobs/41504/code-foosball-hack-days-agile-and-beer-rally-software-development?a=OCkWfFG8&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,,,2
30P8I9JKOHKRB455FUORSHDQB035VP,http://www.indeed.com/rc/clk?jk=cd90cdf76b7ba553,kegerator,"","",,,,,"","",,,,,"","",,,,,on,on,,,,,"","",,,,,"","",,,,,,"",,,,,PHP Developer,,,,Marketecture,,,,"Marketecture is looking for solid candidates that can fill immediate positions. You will be an intigral member of a team that builds some pretty awesome software. Our software allows for small business owners to take the business online, and manage their online marketing, sell produts, manage their social media all in one central location. We are looking for individuals who are self-motivated and have great PHP skills.",,,,American Fork,,,,UT,,,,us,,,,http://marketecture.com/php-developer/,,,,1
30F94FBDNQJENSIPB9FPULPXOB9TBY,http://www.indeed.com/rc/clk?jk=0551f1f35ad1ea42,kegerator,"","",,,,,"","",,,,,"","",,,,,on,on,,,,,"","",,,,,"","",,,,,,"",,,,,Software Engineer,,,,Xively,,,,"At Xively, the industry leading platform for the Internet of Things, we are working on technology's most exciting challenge: connecting billions of things in the physical world to the digital one. Xively is a product division of LogMeIn with offices in London, Boston, and Budapest. 

As a Software Engineer, you'll be building and scaling our platform. If you enjoy working across the entire technology stack and are comfortable with building highly-reliable, highly-available systems we'd love to hear from you. We like developers and engineers that are passionate about code as a tool rather than as a security blanket. We fancy ourselves as code agnostics.",,,,Remote,,,,N/A,,,,us,,,,https://secure.logmein.com/about/careers/jobs.aspx?gnk=job&gni=8a123cf24634421001463e4d3d3e7645&gns=Indeed,,,,1
3UQ1LLR2697LL55SWMD2DJVACG2LAS,http://ca.indeed.com/rc/clk?jk=f276827a9918ac1b,bleeding_edge_tech,"","","","","",eq,"","","","","",eq,"","","","","",eq,"","","","","",eq,on,on,on,on,on,eq,"","","","","",eq,,"","","","",eq,"","","",Senior .NET Developer,"","","",iQmetrix,"Skills & Requirements
You have mastered (in priority):
1. Top coder (clean, modular, testable and extensible code)
2. Proficient use of OOP and design patterns is also required
3. Solid experience with Microsoft .NET technologies and C#
4. Knowledge of Enterprise integration patterns is a plus
5. Knowledge of current development tools and methodologies
6. Software development using Agile methodologies
7. Mentoring other developers
8. Training junior developers
9. Reviewing poll requests and working with others to ensure code quality","iQmetrix is a Vancouver-based software company specializing in end-to-end retail solutions. We’re the North American market leader in retail management software for the wireless industry and have offices in Canada and the U.S. We also specialize in interactive retail software to enhance the in-store shopping experience.
Employees enjoy a competitive salary, great benefits, a collaborative work setting and cool perks like an award-winning office design, free fitness classes, beer taps in every office and an Employee Share Ownership Program.
We value Speed & Agility, Lifestyle, Innovation, Character, Community and Environment. As a software company, we need to move fast and use forward thinking but we also want to remain authentic, grow sustainably and give back to the community around us. Join us.


Scope

With offices in Canada and the US, our company is growing rapidly. This growth represents significant opportunity for high performance individuals who are ready to rise to the challenge. This is a full-time position at our downtown Vancouver office (1 block away from Waterfront Skytrain).

In this dynamic environment, the challenges may change, but the skills remain the same. You have a computer science background and are passionate about software development, technology and business. You enjoy working with others, and sharing their skills and experience with a multi-disciplinary team consisting of developers, testers, graphic designers, UI architects, technical architects.

You will be able to demonstrate your suitability for this role by providing examples of past systems developed or participation in open source projects and pair programming with our developers during the interview process.

Every job at iQmetrix calls for passion, commitment, and a willingness to adapt your style for the benefit of the team and the organization. Come blow us away.

Skills & Requirements
You have mastered (in priority):
1. Top coder (clean, modular, testable and extensible code)
2. Proficient use of OOP and design patterns is also required
3. Solid experience with Microsoft .NET technologies and C#
4. Knowledge of Enterprise integration patterns is a plus
5. Knowledge of current development tools and methodologies
6. Software development using Agile methodologies
7. Mentoring other developers
8. Training junior developers
9. Reviewing poll requests and working with others to ensure code quality

Our stack
1. C#, Visual Studio, R#
2. NUnit, FakeItEasy
3. Git (GitHub)
4. MongoDB & SQL Server
5. TeamCity, Nuget, Powershell, Rake, Grunt
6. NancyFx, Castle Windsor, Lucene.NET
7. Backbone, Marionette, RequireJS

Note: Experience with Windows Azure platform is a plus

What does it take to be successful in this role?

1. A passion for software development. You are a top coder in your field.
2. Excellent problem-solving, coding, and design skills.
3. Good communicator. You will be part of distributed and multi-disciplinary team.
4. Kept abreast of leading edge technologies and promoted knowledge exchange with other team members

Application process

If you are interested in joining our company and are committed to succeeding, please submit online your resume and cover letter. Also, please provide a short, single file or class of what you consider to be good code. It can be as short as a few lines of code, as long as you believe it be representative of good coding practices. It does not even have to be written by you, but you will be asked questions about the code, so make sure that you understand it. Also, please include a paragraph-long description of why do you think this is good code.

We thank all applicants for their interest; however, only those selected for an interview will be contacted","",iQmetrix is a Vancouver-based software company specializing in end-to-end retail solutions. We’re the North American market leader in retail management software for the wireless industry and have offices in Canada and the U.S. We also specialize in interactive retail software to enhance the in-store shopping experience.,"","",Winnipeg,Vancouver,"",BC,VA,WI,"","","",ca,"","","",http://iqmetrix.theresumator.com/apply/job_20140409222508_NUUCH1FTPFZPETSF/Senior-NET-Developer.html?source=INDE,3
3D17ECOUODU8BD23UXG96W8Q805318,http://ca.indeed.com/rc/clk?jk=12ec2200f1349b76,startup,"","","","","",eq,"","","","","",eq,on,on,on,on,on,eq,on,on,on,on,on,eq,"","","","","",eq,"","","","","",eq,,"","","","",eq,"",Windows Endpoint Developer,"",Cloud Perimeter - Windows Endpoint Developer,"","","",OpenDNS,"","OpenDNS is an Internet security company that’s transforming the way IT departments secure their networks, and more importantly, their users. In 2012 OpenDNS launched Umbrella, a new line of cloud-delivered Internet security services that, for the first time ever, allow IT departments to extend security off the network and actually protect users wherever they roam. OpenDNS built Umbrella on top of our rock-solid foundation: the world’s most loved and trusted DNS service that’s used today used by 50 million people around the world.

Working at OpenDNS means being surrounded by passionate, intelligent and creative people that are determined to disrupt the Internet security industry with endless innovation, world-class research and unrivaled products and services. It’s a place where the best ideas are quickly transformed into products, features, campaigns and company-wide practices, so it won’t be long before you witness the results of your hard work. But don’t just take our word for it. We’ve seen nearly 100% year-over-year usage growth, have been cash flow positive since 2007, and we carry the endorsement of leading VC firms Sequoia Capital and Greylock Partners and thousands of happy customers.



About the team: 

The Cloud Perimeter team is responsible for all the software OpenDNS uses to protect our users as they work remotely. The goal of the team is to protect any device, anywhere, any time.  A normal day consists of anything from finding ways to block raw IP requests with the least amount of software, to figuring out how to write a state machine which can make sure you are never disconnected no matter where you are.



About the role:

OpenDNS is looking for a sharp, experienced Windows software engineer to develop and extend the next wave of endpoint security. This is a chance to work on the team which extends the OpenDNS predictive security model out to the new cloud perimeter. If you have a passion for solving the trickiest of network connectivity problems and using new and creative solutions to keep user information safe, we want you.


Required:

- 5+ years experience developing software for Windows and other platforms

- Demonstrated experience in C/C++/C# (i.e. previously released client software)

- Experience with TAP/TUN, VPN, DNS or HTTP clients on Windows

- Deep understanding of the Windows network stack and OS hooks

- Deep experience with Windows services, on box Windows security, and .NET


Nice to have:

- Active Directory experience

- Linux experience

- OpenSSL experience

- Experience developing VPN/Tunneling products

- Experience with alternate communication approaches (like tunneling one protocol over another)



Perks At OpenDNS:

Did we mention the perks? Our offices are located just a block away from Caltrain and MUNI in the thriving tech hub of SOMA, San Francisco so you’re surrounded by like-minded people and just walking distance from tons of popular restaurants and cafes. The office is rich with open spaces for collaboration, the latest tech tools and toys and a fully stocked kitchen to help you recharge. Come work with us, and be part of the team that’s revolutionizing Internet security.

Innovative -- We aren't a social networking or Web 2.0 phphotosharing site. We work on core Internet protocols and make them better.

No ladders to climb -- We keep a relatively flat corporate structure that promotes fast movement and flexible teams.

Meritocracy -- The best ideas win, regardless of where they come from.

Time off to relax -- As a startup, we work our butts off. That's why it's important to get away to clear your mind from time to time. Three weeks and 10 company holidays make that easy.

Technologists -- We are a company of engineers and technologists passionate about delivering a better Internet.

Food -- Hard work makes you hungry. We keep a well-stocked kitchen with catered lunches throughout the week.

Frosty beverages – Happy hours are planned throughout the month to get to know your coworkers outside the office","OpenDNS is looking for a sharp, experienced Windows software engineer to develop and extend the next wave of endpoint security. This is a chance to work on the team which extends the OpenDNS predictive security model out to the new cloud perimeter. If you have a passion for solving the trickiest of network connectivity problems and using new and creative solutions to keep user information safe, we want you.


Required:

- 5+ years experience developing software for Windows and other platforms

- Demonstrated experience in C/C++/C# (i.e. previously released client software)

- Experience with TAP/TUN, VPN, DNS or HTTP clients on Windows

- Deep understanding of the Windows network stack and OS hooks

- Deep experience with Windows services, on box Windows security, and .NET


Nice to have:

- Active Directory experience

- Linux experience

- OpenSSL experience

- Experience developing VPN/Tunneling products

- Experience with alternate communication approaches (like tunneling one protocol over another)","Required:

- 5+ years experience developing software for Windows and other platforms

- Demonstrated experience in C/C++/C# (i.e. previously released client software)

- Experience with TAP/TUN, VPN, DNS or HTTP clients on Windows

- Deep understanding of the Windows network stack and OS hooks

- Deep experience with Windows services, on box Windows security, and .NET


Nice to have:

- Active Directory experience

- Linux experience

- OpenSSL experience

- Experience developing VPN/Tunneling products","","","",Vancouver,"","","",BC,"","","",ca,"","","",http://hire.jobvite.com/CompanyJobs/Careers.aspx?k=Job&c=q539VfwW&j=oDBLYfwH&s=Indeed,3
3AFT28WXLE18X8RNL2L7MYNNKTCIOA,http://ca.indeed.com/rc/clk?jk=3d0eea037f4c59f6,kegerator,"","","","","",eq,"","","","","",eq,"","","","","",eq,on,on,on,on,on,eq,"","","","","",eq,"","","","","",eq,,"","","","",eq,"",Contracts Manager,"",Java Backend Developer,"","","",Coverity,"Coverity is looking for an engineer with significant design and implementation experience with the back end components of web applications.  This person will be part of Coverity’s Web Application team, which is charged with the delivery of advanced management capabilities for Coverity’s suite of code analysis tools. As Coverity grows and its solutions are more widely deployed, the accompanying management capabilities must become increasingly effective for a growing number of stakeholders and be capable of scaling to larger deployments.  The challenge this position holds is to meet these goals while continuing to satisfy the expert users of the application as it is currently implemented.","Negotiating nondisclosure agreements, simple vendor agreements, statements of work and sales orders with the opportunity to grow into commercial software license negotiator role;
Partnering with sales to frame sales orders in accordance with company policy and guidelines;
Responding to inquiries regarding NDAs, sales orders, and inbound and outbound contracts a timely manner;
Managing, maintaining, tracking, monitoring inbound vendor and outbound customer contracts;
Maintaining the database of NDAs and customer and vendor contracts with an auditable paper trail;
Preparing reports on customer contracts;
Assist with tracking, calendaring and reporting on company intellectual property assets
Creating training materials for sales cycle and commencement/conclusion of legal role in sales cycle.","",N/A - It is displaying multiple jobs.,"","","",San Francisco,"","","",CA,"","","",us,"","","","http://www.coverity.com/company/careers/?nl=1&jvi=o1jMYfwO,JobListing&jvs=Indeed&jvk=Job",3
337F8MIIMYCTMK0PYSHS2WHMH8V04N,http://www.indeed.com/rc/clk?jk=0a091e601e7293fd,work_from_home,on,on,on,on,on,eq,"","","","","",eq,"","","","","",eq,"","","","","",eq,"","","","","",eq,"","","","","",eq,,"","","","",eq,"","","",Senior Network Engineer,"","","",CGI,"REQUIREMENTS:
-Must have a Bachelor's degree AND 7 to 10 years of experience in any of the following areas:
Cyber Security, InfoSec, Security Engineering, Network Engineering with emphasis in cyber security issues and operations, computer incident response, systems architecture, data management.
-Strong written and verbal communication.
-Able to work in small, dynamic teams.
-Work closely with customer in analyzing requirements.
-Familiar with DIACAP and PKI.
-Must be able to obtain a U.S. Secret Security Clearance to start employment. Must be able to maintain a U.S. Secret Security Clearance to continue employment.
-Must be able to successfully pass a CGI Background check to start employment.","","","The Sr. Network Engineer will perform high-level systems analysis, evaluation, design, integration, documentation, and implementation of very complex application that require a thorough knowledge of administrative, and technical skills. Directs and participates in all phases of system development with emphasis on planning, analysis, evaluation, integration, testing and acceptance phases (IV&V and DT&E). Applies higher-level business or technical principles and methods to very difficult technical problems to arrive at automated engineering solution. Designs and prepares technical reports and related documentation, and makes charts and graphs to record results. Prepare and deliver presentations and briefings as required. May be required to serve as Task Leader.","","","",Remote,"","","","","","","",us,"","","",http://jobs.cgi.com/job/VirtualRemote-Sr_-Network-Engineer-Job/42814800/?feedId=4&utm_source=Indeed,3
